name,old_chr,old_strand,old_start,old_end,chr,strand,start,end,symbol,n_probes_on_tiling,all_identifiers,selected_identifier
7951437,chr11,-,106063120,106394381,chr11,-,106063119,106394381,GUCY1A2,212,"NM_000855, ENST00000347596, Z50053, ENST00000282249",NM_000855
7951447,chr11,-,106702293,106833775,chr11,-,106702281,106833782,CWF19L2,0,"NM_152434, ENST00000282251, AK293001",NM_152434
7951467,chr11,-,106878664,106941637,chr11,-,106878662,106941671,ALKBH8,151,"NM_138775, ENST00000389568, AK304413, ENST00000260318",NM_138775
7951479,chr11,-,107083314,107087992,chr11,-,107083310,107087997,SLN,164,"NM_003063, ENST00000305991, BC094685",NM_003063
7951485,chr11,-,107166927,107234864,chr11,-,107166927,107304229,SLC35F2,90,"NM_017515, ENST00000265836, AK128062",AK128062
7951497,chr11,-,107533327,107598539,chr11,-,107533327,107598575,NPAT,213,"NM_002519, ENST00000278612, D83243",NM_002519
7951521,chr11,-,107707136,107843468,chr11,-,107758936,107843468,C11orf65,167,"NM_152587, ENST00000344283, ENST00000393084, BC029536",NM_152587
7951535,chr11,-,107848049,107874448,chr11,-,107848042,107874369,KDELC2,181,"NM_153705, ENST00000323468, AY358616",NM_153705
7951545,chr11,-,107884886,107969570,chr11,-,107881367,107969584,EXPH5,234,"NM_015065, AY099469, ENST00000265843",NM_015065
7951552,chr11,-,108496815,108496923,chr11,-,108496814,108496923,---,0,ENST00000363743,ENST00000363743
7951554,chr11,-,109605376,109672647,chr11,-,109605375,109672647,RDX,102,"NM_002906, ENST00000343115, DQ916738, ENST00000405097",NM_002906
7951565,chr11,-,109952976,110089122,chr11,-,109952987,110089122,ARHGAP20,211,"NM_020809, ENST00000260283, AY496267",AY496267
7951589,chr11,-,110163965,110164909,chr11,-,110163964,110164909,LOC120364,0,"XM_937967, ENST00000354861, GENSCAN00000022684",ENST00000354861
7951591,chr11,-,110416032,110416142,chr11,-,110416031,110416142,---,0,ENST00000363298,ENST00000363298
7951593,chr11,-,110669380,110680980,chr11,-,110669379,110675749,FLJ45803,129,"NM_207429, ENST00000355430, AK127703",NM_207429
7951596,chr11,-,110728187,110755627,chr11,-,110728209,110755627,POU2AF1,186,"NM_006235, ENST00000228217, Z49194",ENST00000228217
7951604,chr11,-,110843465,110888274,chr11,-,110843465,110888274,BTG4,237,"NM_017589, ENST00000356018, BC031045",NM_017589
7951612,chr11,-,110917210,110917578,chr11,-,110915062,110917662,---,151,AK096925,AK096925
7951614,chr11,-,111102846,111142379,chr11,-,111113814,111142379,PPP2R1B,217,"NM_002716, NM_181699, ENST00000311129, ENST00000341980, AF163473",NM_002716
7951633,chr11,-,111162190,111247515,chr11,-,111158128,111247515,ALG9,256,"NM_024740, NM_001077690, NM_001077691, NM_001077692, ENST00000320165, ENST00000398006, BC009255",NM_024740
7951652,chr11,-,111197118,111197595,chr11,-,111197117,111197595,---,0,ENST00000388378,ENST00000388378
7951654,chr11,-,111250134,111255070,chr11,-,111249989,111255363,hCG_2033039,165,"NM_138378, ENST00000260257, AK300795, AK302630, BC127680",NM_138378
7951660,chr11,-,111265133,111265339,chr11,-,111265132,111265725,hCG_1791193,8,"ENST00000317197, GENSCAN00000027371",ENST00000317197
7951662,chr11,-,111284557,111287704,chr11,-,111284559,111287683,CRYAB,206,"NM_001885, ENST00000227251, BC007008",NM_001885
7951670,chr11,-,111425522,111425610,chr11,-,111425521,111425610,---,0,ENST00000388407,ENST00000388407
7951672,chr11,-,111443736,111449914,chr11,-,111443735,111449140,PIH1D2,236,"NM_138789, NM_001082619, ENST00000280350, BC019238",BC019238
7951679,chr11,-,111460734,111462700,chr11,-,111460745,111462732,TIMM8B,194,"NM_012459, ENST00000280354, BC000711",NM_012459
7951686,chr11,-,111519186,111540050,chr11,-,111519185,111540050,IL18,256,"NM_001562, ENST00000280357, AY266351",NM_001562
7951695,chr11,-,111628293,111636522,chr11,-,111628292,111636522,C11orf34,185,"ENST00000338832, AY364431, AY364432",ENST00000338832
7951703,chr11,-,112785527,112851321,chr11,-,112785527,112851103,DRD2,185,"NM_000795, NM_016574, ENST00000362072, ENST00000346454, BC021195, ENST00000355319",ENST00000362072
7951715,chr11,-,112938206,112938288,chr11,-,112938205,112938288,---,0,ENST00000388443,ENST00000388443
7951717,chr11,-,113063483,113082305,chr11,-,113063477,113082278,TMPRSS5,95,"NM_030770, ENST00000299882, BC121803",NM_030770
7951734,chr11,-,113109119,113149635,chr11,-,113109118,113149635,ZW10,216,"NM_004724, ENST00000200135, BC128264",NM_004724
7951752,chr11,-,113173807,113251466,chr11,-,113173806,113251466,USP28,94,"NM_020886, ENST00000003302, AF266283",NM_020886
7951781,chr11,-,113767375,113776436,chr11,-,113767379,113776349,C11orf71,216,"BC071695, CR457222, AK000017, ENST00000325636",BC071695
7951789,chr11,-,113897647,113935790,chr11,-,113897646,113935790,FAM55A,156,"NM_152315, ENST00000251921, BC029049",NM_152315
7951796,chr11,-,113946523,113971682,chr11,-,113946522,113971694,FAM55D,68,"NM_001077639, NM_017678, ENST00000375478, AY358805",NM_001077639
7951807,chr11,-,114545138,114880451,chr11,-,114549554,114880451,CADM1,238,"NM_014333, NM_001098517, ENST00000404468, ENST00000331581, AK075502, AK131376",NM_014333
7951824,chr11,-,115003012,115003112,chr11,-,115003011,115003112,---,0,ENST00000388465,ENST00000388465
7951826,chr11,-,116124096,116148914,chr11,-,116124097,116148924,BUD13,178,"NM_032725, ENST00000260210, AK291111, ENST00000375445",NM_032725
7951838,chr11,-,116153646,116163976,chr11,-,116154485,116163949,ZNF259,243,"NM_003904, ENST00000227322, AF019767",NM_003904
7951853,chr11,-,116165293,116167822,chr11,-,116165295,116167794,APOA5,155,"NM_052968, ENST00000227665, AF202889",NM_052968
7951873,chr11,-,116219328,116474347,chr11,-,116221337,116474314,KIAA0999,182,"NM_025164, ENST00000375300, ENST00000292055, AB023216, ENST00000375288",AB023216
7951896,chr11,-,116580998,116608021,chr11,-,116580997,116608021,PCSK7,166,"NM_004716, ENST00000320934, BC010696",NM_004716
7951910,chr11,-,116661624,116692182,chr11,-,116661624,116692182,BACE1,118,"NM_012104, NM_138972, NM_138971, NM_138973, ENST00000313005, AF201468, ENST00000392937",NM_012104
7951928,chr11,-,116803699,117173186,chr11,-,116803698,117173186,DSCAML1,214,"NM_020693, ENST00000321322, AF491813",NM_020693
7951966,chr11,-,117196000,117204017,chr11,-,117195999,117200669,FXYD2,214,"NM_001127489, NM_001680, NM_021603, ENST00000260287, ENST00000292079, ENST00000317594, BC013289",NM_001127489
7951977,chr11,-,117212903,117252604,chr11,-,117212902,117252956,FXYD6,252,"NM_022003, ENST00000260282, BC018652",NM_022003
7951987,chr11,-,117276569,117305325,chr11,-,117276569,117305325,TMPRSS13,199,"NM_001077263, ENST00000336500, AB048796",NM_001077263
7952004,chr11,-,117509302,117528747,chr11,-,117509301,117528747,SCN4B,226,"NM_174934, ENST00000324727, AY149967",ENST00000324727
7952011,chr11,-,117538729,117552546,chr11,-,117538728,117552547,SCN2B,145,"NM_004588, ENST00000278947, BC036793",NM_004588
7952022,chr11,-,117569888,117600939,chr11,-,117569651,117589284,AMICA1,196,"NM_001098526, NM_153206, ENST00000356289, ENST00000292067, AY138965",NM_153206
7952036,chr11,-,117602619,117628275,chr11,-,117626129,117628269,MPZL3,174,"NM_198275, ENST00000278949, AK095399, BC031223",BC031223
7952046,chr11,-,117629344,117640219,chr11,-,117632837,117640219,MPZL2,195,"NM_144765, NM_005797, ENST00000278937, BC017774",NM_144765
7952056,chr11,-,117710475,117718669,chr11,-,117714998,117718669,CD3D,211,"NM_000732, NM_001040651, ENST00000300692, ENST00000392884, BC039035",NM_000732
7952065,chr11,-,117808749,117811130,chr11,-,117809077,117811130,MGC13053,220,"BC006134, BC001183",BC006134
7952069,chr11,-,117920461,117941960,chr11,-,117920472,117941958,C11orf60,152,"BC022856, CR457344, NM_020153, ENST00000264020",BC022856
7952086,chr11,-,118034152,118055592,chr11,-,118034151,118055591,TREH,56,"NM_007180, ENST00000264029, AK223140",NM_007180
7952103,chr11,-,118125623,118167082,chr11,-,118123682,118167182,DDX6,187,"NM_004397, ENST00000264018, D17532",NM_004397
7952116,chr11,-,118272059,118286823,chr11,-,118272060,118286823,BCL9L,251,"NM_182557, ENST00000334801, AB094091",NM_182557
7952126,chr11,-,118378294,118379513,chr11,-,118378882,118379513,LOC649946,98,"NR_003040, BC017930",NR_003040
7952129,chr11,-,118391632,118394267,chr11,-,118391632,118394267,RPS25,207,"NM_001028, ENST00000236900, BC003537",NM_001028
7952132,chr11,-,118400274,118406800,chr11,-,118400275,118406783,SLC37A4,98,"NM_001467, ENST00000357590, AB209026, ENST00000330775",AB209026
7952145,chr11,-,118420109,118433122,chr11,-,118420109,118433063,HYOU1,184,"NM_006389, ENST00000353883, ENST00000404233, U65785",ENST00000404233
7952179,chr11,-,118469794,118471387,chr11,-,118469794,118471387,H2AFX,264,"NM_002105, ENST00000375167, BC011694",NM_002105
7952185,chr11,-,118472423,118484251,chr11,-,118472426,118484251,DPAGT1,306,"NM_001382, ENST00000354202, AK128572, ENST00000392834",AK128572
7952200,chr11,-,118566175,118572689,chr11,-,118566174,118582119,CCDC153,83,"ENST00000375140, BC101986, BC043548",BC043548
7952205,chr11,-,118684444,118693050,chr11,-,118684443,118693050,MCAM,251,"NM_006500, ENST00000264036, AF089868, ENST00000392814",NM_006500
7952223,chr11,-,118704619,118704904,chr11,-,118704618,118704904,---,147,ENST00000388595,ENST00000388595
7952225,chr11,-,118705039,118705229,chr11,-,118705038,118705229,---,156,ENST00000388604,ENST00000388604
7952227,chr11,-,118714862,118722593,chr11,-,118714861,118722579,MFRP,166,"NM_031433, NM_015645, ENST00000357470, ENST00000360167, AJ862823",ENST00000357470
7952243,chr11,-,118714862,118716803,chr11,-,118714861,118716803,C1QTNF5,264,"NM_015645, ENST00000357470, ENST00000360167, BC029485, AJ862823",BC029485
7952249,chr11,-,118731135,118757631,chr11,-,118731134,118740102,USP2,191,"NM_004205, NM_171997, ENST00000260187, ENST00000313870, BC002955",NM_171997
7952268,chr11,-,118794096,118800048,chr11,-,118793865,118799456,THY1,158,"NM_006288, ENST00000284240, AK090996",NM_006288
7952274,chr11,-,119014018,119104645,chr11,-,119036912,119104645,PVRL1,222,"NM_002855, NM_203285, NM_203286, ENST00000264025, ENST00000341398, ENST00000340882, AF060231",NM_002855
7952290,chr11,-,119487204,119514073,chr11,-,119487203,119514073,TRIM29,177,"NM_012101, ENST00000341846, L24203",NM_012101
7952307,chr11,-,121475675,121475762,chr11,-,121475674,121475762,---,0,hsa-mir-125b-1,hsa-mir-125b-1
7952309,chr11,-,121491272,121492133,chr11,-,121491271,121492133,BLID,114,"NM_001001786, AF303179",NM_001001786
7952313,chr11,-,121522440,121522511,chr11,-,121522439,121522511,---,0,hsa-let-7a-2,hsa-let-7a-2
7952315,chr11,-,121528147,121528226,chr11,-,121528146,121528226,---,0,"hsa-mir-100, AF480538",hsa-mir-100
7952319,chr11,-,122102128,122102229,chr11,-,122102127,122102229,---,0,ENST00000388658,ENST00000388658
7952321,chr11,-,122353567,122357589,chr11,-,122353487,122357638,BSX,228,"NM_001098169, ENST00000343035, ENST00000406929",ENST00000343035
7952325,chr11,-,122433410,122438054,chr11,-,122433409,122438054,HSPA8,160,"NM_006597, NM_153201, ENST00000227378, AF352832",NM_006597
7952341,chr11,-,122448230,122571217,chr11,-,122448244,122571047,ASAM,204,"NM_024769, ENST00000299322, AY326422",AY326422
7952350,chr11,-,123005105,123030525,chr11,-,123005104,123030525,SCN3B,173,"NM_018400, NM_001040151, ENST00000392770, ENST00000299333, BC117282",NM_018400
7952361,chr11,-,123099845,123117573,chr11,-,123100206,123117573,ZNF202,142,"NM_003455, ENST00000336139, BC013382",NM_003455
7952373,chr11,-,123129498,123130436,chr11,-,123129497,123130436,OR6X1,192,"NM_001005188, ENST00000327930",NM_001005188
7952375,chr11,-,123181326,123182267,chr11,-,123181325,123182267,OR6M1,151,"NM_001005325, ENST00000309154, BC136929",NM_001005325
7952377,chr11,-,123258843,123261550,chr11,-,123258842,123261550,PMP22CD,0,"NM_001013743, ENST00000375026, AY634366",NM_001013743
7952382,chr11,-,123318784,123319755,chr11,-,123318701,123319790,OR6T1,241,"NM_001005187, ENST00000321252, BC136906",BC136906
7952384,chr11,-,123352613,123353608,chr11,-,123352612,123353608,OR10S1,86,"NM_001004474, ENST00000360721, BC137038",NM_001004474
7952386,chr11,-,123370080,123371078,chr11,-,123370079,123371078,OR10G6,0,ENST00000307002,ENST00000307002
7952388,chr11,-,123413983,123414918,chr11,-,123413982,123414918,OR10G7,168,"NM_001004463, ENST00000330487",NM_001004463
7952390,chr11,-,123469553,123470449,chr11,-,123469552,123470449,OR10D4P,205,ENST00000334203,ENST00000334203
7952392,chr11,-,123684946,123685872,chr11,-,123684945,123685872,OR8D1,226,"NM_001002917, ENST00000357821, BC136950",NM_001002917
7952394,chr11,-,123694368,123695303,chr11,-,123694367,123695303,OR8D2,184,"NM_001002918, ENST00000357438, BC137043",NM_001002918
7952402,chr11,-,123799048,123799977,chr11,-,123799047,123799977,OR8B4,191,"NM_001005196, ENST00000356130, BC136865",NM_001005196
7952404,chr11,-,123815256,123816191,chr11,-,123815231,123816264,OR8B8,196,"NM_012378, ENST00000328064, BC130393",BC130393
7952406,chr11,-,123917828,123918760,chr11,-,123917827,123918760,OR8B12,127,"NM_001005195, ENST00000306842, BC136863",NM_001005195
7952408,chr11,-,124010903,124051409,chr11,-,124010902,124048927,SIAE,81,"NM_170601, ENST00000263593, BC068450",NM_170601
7952426,chr11,-,124122580,124127378,chr11,-,124127235,124137396,VSIG2,284,"NM_014312, ENST00000326621, AY358897, AK301160, ENST00000403470",AK301160
7952436,chr11,-,124128232,124137396,chr11,-,124128228,124137433,ESAM,292,"NM_138961, ENST00000278927, AY189281",NM_138961
7952445,chr11,-,124141604,124175509,chr11,-,124141603,124175509,C11orf61,122,"NM_024631, ENST00000239614, BC064919, ENST00000374979",NM_024631
7952451,chr11,-,124164350,124165175,chr11,-,124164348,124167924,---,254,BC040288,BC040288
7952453,chr11,-,124258797,124272951,chr11,-,124259324,124273041,ROBO4,158,"NM_019055, ENST00000306534, AF361473",NM_019055
7952475,chr11,-,124294299,124311156,chr11,-,124294355,124311518,HEPACAM,219,"NM_152722, ENST00000298251, AY047587, AK122595",NM_152722
7952484,chr11,-,124472173,124486719,chr11,-,124472172,124486719,TMEM218,158,"NM_001080546, ENST00000279968, AK091324",ENST00000279968
7952488,chr11,-,124817219,124817581,chr11,-,124815629,124817816,FLJ30719,164,AK055281,AK055281
7952490,chr11,-,124820858,124871501,chr11,-,124820857,124871333,FEZ1,126,"NM_005103, NM_022549, ENST00000278919, ENST00000392709, BC009545",NM_005103
7952503,chr11,-,125047439,125056198,chr11,-,125047438,125056152,ACRV1,137,"NM_001612, NM_020069, NM_020107, NM_020108, NM_020109, NM_020113, NM_020111, NM_020110, NM_020115, ENST00000315608, ENST00000257382, ENST00000345274, ENST00000353070, BC014588",NM_001612
7952517,chr11,-,125151235,125153924,chr11,-,125151235,125153924,C11orf38,140,"NM_212555, ENST00000358524, AY358105",NM_212555
7952522,chr11,-,125268590,125278315,chr11,-,125268590,125278326,PUS3,203,"NM_031307, ENST00000227474, BC004822",NM_031307
7952526,chr11,-,125331926,125438397,chr11,-,125331922,125438397,CDON,174,"NM_016952, ENST00000263577, BC098583, ENST00000392693",NM_016952
7952549,chr11,-,125577519,125586758,chr11,-,125577199,125586797,RPUSD4,177,"NM_032795, ENST00000298317, BC014131",NM_032795
7952557,chr11,-,125638038,125643993,chr11,-,125638043,125643960,SRPR,289,"NM_003139, ENST00000332118, BC001162",NM_003139
7952577,chr11,-,125798464,126375916,chr11,-,125798606,126375976,KIRREL3,265,"NM_032531, ENST00000278934, AB058770",NM_032531
7952601,chr11,-,127833870,127962663,chr11,-,127833865,127897415,ETS1,219,"NM_005238, ENST00000319397, BX640634, ENST00000392668, ENST00000345075",NM_005238
7952617,chr11,-,128213125,128242478,chr11,-,128213124,128217573,KCNJ1,161,"NM_153767, NM_153765, NM_153766, NM_000220, NM_153764, ENST00000324036, ENST00000392666, ENST00000324003, ENST00000392664, BC063109",NM_000220
7952626,chr11,-,128274670,128280802,chr11,-,128274677,128280802,C11orf45,190,"BC025756, ENST00000310799",BC025756
7952631,chr11,-,128309836,128318032,chr11,-,128310479,128318032,P53AIP1,178,"NM_022112, ENST00000263583, AB045832",NM_022112
7952641,chr11,-,128343052,128539450,chr11,-,128340165,128399298,RICS,0,"NM_014715, ENST00000310343, ENST00000392657, EF127492",NM_014715
7952671,chr11,-,128368346,128368445,chr11,-,128368341,128368445,---,0,ENST00000391295,ENST00000391295
7952673,chr11,-,128611827,128612216,chr11,-,128608882,128658269,FLJ45950,0,AK127847,AK127847
7952675,chr11,-,128670363,128670584,chr11,-,128670362,128670584,---,191,ENST00000299101,ENST00000299101
7952677,chr11,-,129238885,129270646,chr11,-,129238879,129268114,NFRKB,156,"NM_006165, ENST00000304521, BC063280",NM_006165
7952707,chr11,-,129274811,129377940,chr11,-,129274810,129377940,PRDM10,179,"NM_020228, NM_199437, NM_199438, NM_199439, ENST00000358825, ENST00000360871, ENST00000304538, BC112934",NM_020228
7952737,chr11,-,129489308,129489440,chr11,-,129489285,129489440,---,0,ENST00000364673,ENST00000364673
7952739,chr11,-,129601782,129689817,chr11,-,129601783,129689817,ZBTB44,149,"NM_014155, BC049375, ENST00000397753, ENST00000338191, ENST00000357899",NM_014155
7952752,chr11,-,129780028,129804098,chr11,-,129780405,129804098,ADAMTS8,253,"NM_007037, ENST00000257359, AF060153",AF060153
7952766,chr11,-,129921925,129922410,chr11,-,129921900,129922532,---,219,"ENST00000317045, GENSCAN00000015506",ENST00000317045
7952768,chr11,-,130250985,130291572,chr11,-,130253200,130291614,SNX19,169,"NM_014758, ENST00000265909, AK292457",AK292457
7952781,chr11,-,130379236,130379534,chr11,-,130379235,130379534,---,0,ENST00000386406,ENST00000386406
7952785,chr11,-,131790085,132907613,chr11,-,131790084,132318247,OPCML,171,"NM_001012393, NM_002545, ENST00000331898, ENST00000374778, BX537377",NM_002545
7952795,chr11,-,132812045,132812143,chr11,-,132812044,132812143,---,0,ENST00000386436,ENST00000386436
7952797,chr11,-,133215727,133220606,chr11,-,133215726,133220602,SPATA19,83,"NM_174927, ENST00000299140, BC058039",NM_174927
7952805,chr11,-,133272819,133276706,chr11,-,133272819,133276706,LOC283174,246,"BC106032, BC101691, BC104851",BC106032
7952810,chr11,-,133290395,133291540,chr11,-,133290395,133291540,IGSF9B,239,"NM_014987, ENST00000321016, AY358228",AY358228
7952813,chr11,-,133294144,133313205,chr11,-,133297680,133313205,IGSF9B,252,"NM_014987, ENST00000321016, AK097578",AK097578
7952830,chr11,-,133527547,133599636,chr11,-,133527546,133599636,NCAPD3,217,"NM_015261, ENST00000281189, BC098398",NM_015261
7952869,chr11,-,133623383,133628470,chr11,-,133623382,133628470,THYN1,214,"NM_014174, NM_199298, NM_001037305, NM_199297, NM_001037304, ENST00000341541, ENST00000392595, ENST00000352327, AF059619",NM_014174
7952882,chr11,-,133713735,133714118,chr11,-,133710345,133714194,LOC100130507,241,AK055470,AK055470
7952884,chr11,-,133753608,133787022,chr11,-,133753607,133787022,B3GAT1,240,"NM_054025, NM_018644, ENST00000312527, ENST00000392580, BC010466",NM_054025
7952897,chr12,+,46310,157881,chr12,+,46309,157881,IQSEC3,120,"NM_015232, ENST00000382841, ENST00000326261, AB029033",ENST00000326261
7952914,chr12,+,381084,422069,chr12,+,381001,422067,CCDC77,99,"NM_032358, ENST00000239830, AK027638",NM_032358
7952927,chr12,+,439804,541319,chr12,+,439803,541319,B4GALNT3,213,"NM_173593, ENST00000266383, AB089940",NM_173593
7952950,chr12,+,622409,624816,chr12,+,622407,624841,LOC100049716,141,"BC033133, AK056115",BC033133
7952953,chr12,+,732155,888219,chr12,+,732349,841563,WNK1,172,"NM_018979, ENST00000315939, ENST00000252477, AF061944",AF061944
7952984,chr12,+,760559,760687,chr12,+,760558,760687,---,0,"ENST00000386624, ENST00000408512",ENST00000386624
7952986,chr12,+,847257,848561,chr12,+,847130,849060,HSN2,0,"NM_213655, BC130467",NM_213655
7952988,chr12,+,970665,1472976,chr12,+,970664,1475360,ERC1,122,"NM_178037, NM_015064, NM_178040, NM_178039, NM_178038, ENST00000355446, ENST00000360905, ENST00000397203, BC150248",NM_178040
7953012,chr12,+,1596483,1626640,chr12,+,1608672,1626639,WNT5B,192,"NM_032642, NM_030775, ENST00000310594, ENST00000397196, BC001749",NM_032642
7953021,chr12,+,1670408,1768106,chr12,+,1670453,1768105,ADIPOR2,172,"NM_024551, ENST00000357103, AK128511",AK128511
7953032,chr12,+,1799956,1816179,chr12,+,1799955,1816179,LRTM2,247,"NM_001039029, ENST00000299194, BC150568",ENST00000299194
7953040,chr12,+,2032725,2672369,chr12,+,2032676,2677376,CACNA1C,179,"NM_199460, NM_001129827, NM_001129829, NM_001129830, NM_001129831, NM_001129832, NM_001129833, NM_001129834, NM_001129835, NM_001129836, NM_001129837, NM_001129838, NM_001129839, NM_001129840, NM_001129841, NM_001129842, NM_001129843, NM_000719, NM_001129844, NM_001129846, ENST00000327702, ENST00000402845, ENST00000347598, ENST00000399655, ENST00000399603, ENST00000399589, ENST00000344100, ENST00000399621, ENST00000399637, ENST00000399606, ENST00000399638, ENST00000406454, ENST00000399649, ENST00000399601, ENST00000399644, ENST00000399641, ENST00000399595, ENST00000399591, ENST00000399629, ENST00000405596, ENST00000322367, AF465484, ENST00000399617, ENST00000399634, ENST00000399597, ENST00000399585, ENST00000335762, ENST00000382698",NM_199460
7953094,chr12,+,2672858,2676030,chr12,+,2032676,2677376,CACNA1C,236,"NM_199460, NM_001129836, NM_001129837, NM_001129838, NM_001129839, NM_001129840, NM_001129841, NM_001129842, NM_001129843, NM_000719, NM_001129844, NM_001129827, NM_001129846, NM_001129829, NM_001129830, NM_001129831, NM_001129832, NM_001129833, NM_001129834, NM_001129835, ENST00000399589, ENST00000322367, BC093695, ENST00000399585",NM_199460
7953100,chr12,+,2774414,2783385,chr12,+,2774368,2784846,FKBP4,186,"NM_002014, ENST00000001008, BC001786",NM_002014
7953111,chr12,+,2784558,2804367,chr12,+,2792123,2804367,ITFG2,266,"NM_018463, ENST00000228799, AK300905",NM_018463
7953128,chr12,+,2839376,2839457,chr12,+,2839375,2839457,---,156,ENST00000386627,ENST00000386627
7953130,chr12,+,2856650,2868887,chr12,+,2856649,2868885,C12orf32,145,"NM_031465, ENST00000303648, BC005106",ENST00000303648
7953135,chr12,+,2870294,2920565,chr12,+,2870293,2920567,TULP3,169,"NM_003324, ENST00000228245, BC032587, ENST00000397132",NM_003324
7953150,chr12,+,2938757,3020103,chr12,+,2938840,3020097,TEAD4,144,"NM_003213, NM_201443, NM_201441, ENST00000359864, ENST00000397122, ENST00000358409, BC015497",BC015497
7953166,chr12,+,3056806,3265991,chr12,+,3262877,3265987,TSPAN9,143,"NM_006675, ENST00000011898, AY523992, ENST00000407263",AY523992
7953181,chr12,+,3470686,3573400,chr12,+,3470685,3573399,PRMT8,214,"NM_019854, ENST00000382622, AB209027, ENST00000261252",NM_019854
7953198,chr12,+,3818729,3820060,chr12,+,3818728,3820060,---,191,"ENST00000237841, GENSCAN00000041643",ENST00000237841
7953200,chr12,+,4253199,4284777,chr12,+,4253162,4284782,CCND2,315,"NM_001759, ENST00000261254, D13639",NM_001759
7953211,chr12,+,4300620,4339455,chr12,+,4300660,4332599,C12orf5,129,"NM_020375, ENST00000179259, AY425618",AY425618
7953218,chr12,+,4518315,4539475,chr12,+,4518210,4539473,RAD51AP1,258,"NM_006479, ENST00000228843, ENST00000352618, BC016330",NM_006479
7953229,chr12,+,4569505,4593302,chr12,+,4569504,4593302,DYRK4,176,"NM_003845, ENST00000010132, BC031244",NM_003845
7953243,chr12,+,4628534,4666934,chr12,+,4628543,4666660,NDUFA9,203,"NM_005002, ENST00000266544, AK291067",NM_005002
7953252,chr12,+,4700013,4752153,chr12,+,4700012,4752153,GALNT8,58,"NM_017417, ENST00000252318, BC140888",NM_017417
7953264,chr12,+,4788603,4792839,chr12,+,4788602,4830538,KCNA6,237,"NM_002235, ENST00000280684, BC069355",NM_002235
7953274,chr12,+,4890768,4892341,chr12,+,4890767,4892341,KCNA1,234,"NM_000217, ENST00000382545, ENST00000228858, BC101733",ENST00000228858
7953278,chr12,+,5023346,5026210,chr12,+,5023345,5026210,KCNA5,271,"NM_002234, ENST00000252321, M83254",NM_002234
7953284,chr12,+,5473527,5474726,chr12,+,5473558,5474726,NTF3,244,"NM_002527, NM_001102654, ENST00000331010, BC107075",NM_002527
7953291,chr12,+,6179134,6217688,chr12,+,6179815,6217688,CD9,179,"NM_001769, ENST00000009180, ENST00000382518, AY966455, ENST00000382515",NM_001769
7953303,chr12,+,6289863,6307932,chr12,+,6289862,6307925,PLEKHG6,209,"NM_018173, ENST00000011684, AK001527, ENST00000396988",NM_018173
7953321,chr12,+,6363589,6370994,chr12,+,6363617,6370993,LTBR,249,"NM_002342, ENST00000228918, BC026262",NM_002342
7953333,chr12,+,6424327,6431145,chr12,+,6424311,6431145,CD27,183,"NM_001242, ENST00000266557, BC012160",NM_001242
7953341,chr12,+,6431511,6445876,chr12,+,6431437,6441749,TAPBPL,231,"NM_018009, ENST00000266556, BC015017",NM_018009
7953351,chr12,+,6472806,6511381,chr12,+,6473558,6511393,NCAPD2,124,"NM_014865, ENST00000315579, D63880",NM_014865
7953383,chr12,+,6489649,6489978,chr12,+,6489648,6489978,SCARNA10,9,NR_004387,NR_004387
7953385,chr12,+,6513872,6517798,chr12,+,6513917,6517797,GAPDH,303,"NM_002046, ENST00000229239, ENST00000406765, ENST00000396861, ENST00000396859, X01677",NM_002046
7953390,chr12,+,6646078,6648609,chr12,+,6642686,6651496,---,167,"U80760, AK298784",AK298784
7953395,chr12,+,6703472,6711293,chr12,+,6703440,6711300,COPS7A,93,"NM_016319, ENST00000229251, BC011789",NM_016319
7953409,chr12,+,6745802,6750379,chr12,+,6746082,6750370,PTMS,231,"NM_002824, ENST00000309083, BC017025, ENST00000389462",BC017025
7953418,chr12,+,6751931,6757880,chr12,+,6751930,6757882,LAG3,310,"NM_002286, ENST00000203629, AK292104",NM_002286
7953428,chr12,+,6768912,6800237,chr12,+,6769004,6800233,CD4,136,"NM_000616, ENST00000011653, BC025782",BC025782
7953442,chr12,+,6801131,6806847,chr12,+,6803325,6806844,GPR162,212,"NM_019858, NM_014449, ENST00000311268, ENST00000382315, U47928",ENST00000382315
7953450,chr12,+,6807465,6819279,chr12,+,6807832,6819279,LEPREL2,298,"NM_014262, AJ430349, ENST00000290510, U47929",NM_014262
7953469,chr12,+,6819636,6826820,chr12,+,6819378,6826819,GNB3,259,"NM_002075, ENST00000229264, AB209283",AB209283
7953483,chr12,+,6831553,6846057,chr12,+,6831545,6846056,USP5,250,"NM_001098536, NM_003481, ENST00000229268, ENST00000389231, U47927",NM_001098536
7953508,chr12,+,6846619,6850528,chr12,+,6846618,6850528,TPI1,283,"NM_000365, ENST00000229270, ENST00000396705, M10036",M10036
7953516,chr12,+,6863440,6864025,chr12,+,6863405,6864027,LOC283345,97,"NR_002803, U72513",NR_002803
7953518,chr12,+,6864107,6865163,chr12,+,6864106,6865163,LOC171220,96,U72518,U72518
7953520,chr12,+,6884213,6893667,chr12,+,6884212,6893666,LRRC23,127,"NM_201650, NM_006992, ENST00000007969, ENST00000323702, BC029858",ENST00000007969
7953532,chr12,+,6893875,6903121,chr12,+,6894020,6903120,ENO2,252,"NM_001975, ENST00000229277, BC002745",BC002745
